transaction_id,amount,payment_method,failure_reason,previous_attempts,recovery_probability,recommended_action,diagnosis,decision_reason,recovered,recovered_amount,simulation_note
TXN100362,6981.6,Card,upi_timeout,0,0.581,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,6981.6,Synthetic outcome; no real payment was processed.
TXN100363,8274.67,Card,card_declined,0,0.369,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100364,14133.62,Card,card_declined,0,0.42,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100365,5913.71,UPI,authentication_failed,3,0.66,STOP,Authentication failed. Customer action is required before another attempt.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100366,14425.58,Card,insufficient_funds,1,0.214,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100367,13599.09,Wallet,network_error,1,0.798,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100368,3096.9,UPI,network_error,1,0.453,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,3096.9,Synthetic outcome; no real payment was processed.
TXN100369,1225.62,UPI,network_error,0,0.602,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,1225.62,Synthetic outcome; no real payment was processed.
TXN100370,1690.62,Wallet,upi_timeout,0,0.668,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,1690.62,Synthetic outcome; no real payment was processed.
TXN100371,468.7,UPI,network_error,2,0.747,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,468.7,Synthetic outcome; no real payment was processed.
TXN100372,1596.85,NetBanking,card_declined,0,0.283,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100373,10308.18,Card,upi_timeout,0,0.208,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100374,1252.66,UPI,bank_timeout,0,0.469,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,1252.66,Synthetic outcome; no real payment was processed.
TXN100375,4920.16,NetBanking,network_error,0,0.451,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,4920.16,Synthetic outcome; no real payment was processed.
TXN100376,12704.0,UPI,network_error,3,0.247,STOP,Temporary network issue. A controlled retry is appropriate.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100377,543.45,Card,bank_timeout,0,0.737,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,543.45,Synthetic outcome; no real payment was processed.
TXN100378,12253.95,UPI,network_error,1,0.756,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100379,4370.73,Card,bank_timeout,0,0.422,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,4370.73,Synthetic outcome; no real payment was processed.
TXN100380,1947.96,UPI,upi_timeout,3,0.216,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100381,10511.41,UPI,card_declined,0,0.351,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100382,9507.98,Wallet,bank_timeout,0,0.357,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100383,13186.46,UPI,insufficient_funds,1,0.107,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100384,11078.79,Card,bank_timeout,1,0.309,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100385,12091.32,UPI,network_error,0,0.711,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100386,4373.39,NetBanking,upi_timeout,0,0.621,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,4373.39,Synthetic outcome; no real payment was processed.
TXN100387,2825.28,UPI,authentication_failed,0,0.2,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100388,11308.85,Wallet,upi_timeout,0,0.722,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,11308.85,Synthetic outcome; no real payment was processed.
TXN100389,12140.96,Card,authentication_failed,0,0.584,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100390,14859.47,UPI,bank_timeout,1,0.559,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100391,6306.15,UPI,card_declined,0,0.74,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,6306.15,Synthetic outcome; no real payment was processed.
TXN100392,5705.24,UPI,insufficient_funds,0,0.136,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100393,11690.69,Card,upi_timeout,1,0.852,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100394,5243.23,UPI,network_error,3,0.29,STOP,Temporary network issue. A controlled retry is appropriate.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100395,13975.14,NetBanking,authentication_failed,1,0.045,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100396,12904.37,UPI,network_error,0,0.33,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100397,6548.54,UPI,card_declined,0,0.744,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,6548.54,Synthetic outcome; no real payment was processed.
TXN100398,11312.64,Card,authentication_failed,3,0.046,STOP,Authentication failed. Customer action is required before another attempt.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100399,11366.99,Card,upi_timeout,0,0.48,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100400,1725.34,UPI,bank_timeout,0,0.658,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,1725.34,Synthetic outcome; no real payment was processed.
TXN100401,13557.69,UPI,network_error,1,0.22,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100402,7677.24,UPI,card_declined,1,0.596,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
