timestamp,transaction_id,recovery_probability,diagnosis,recommended_action,decision_reason,previous_attempts,outcome,recovered_amount
2026-09-04T17:50:09,TXN100710,0.037,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:09,TXN100711,0.858,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,9015.05
2026-09-04T17:50:09,TXN100712,0.124,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:09,TXN100713,0.622,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100714,0.755,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,5362.6
2026-09-04T17:50:09,TXN100715,0.597,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100716,0.768,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100717,0.327,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100718,0.491,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,2038.72
2026-09-04T17:50:09,TXN100719,0.447,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,11016.57
2026-09-04T17:50:09,TXN100720,0.786,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100721,0.08,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100722,0.286,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100723,0.292,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100724,0.627,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,8701.78
2026-09-04T17:50:09,TXN100725,0.294,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100726,0.681,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,1,Recovered,2267.77
2026-09-04T17:50:09,TXN100727,0.143,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100728,0.729,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,3183.29
2026-09-04T17:50:09,TXN100729,0.673,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,2621.27
2026-09-04T17:50:09,TXN100730,0.078,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100731,0.764,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100732,0.118,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100733,0.396,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100734,0.292,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:09,TXN100735,0.462,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100736,0.721,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,6007.58
2026-09-04T17:50:09,TXN100737,0.897,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,12285.49
2026-09-04T17:50:09,TXN100738,0.29,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,1,Not recovered,0.0
2026-09-04T17:50:09,TXN100739,0.113,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100740,0.102,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100741,0.308,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:09,TXN100742,0.652,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100743,0.633,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,7639.76
2026-09-04T17:50:09,TXN100744,0.212,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100745,0.213,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100746,0.077,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:09,TXN100747,0.795,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,8244.13
2026-09-04T17:50:09,TXN100748,0.314,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100749,0.616,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,9438.35
2026-09-04T17:50:09,TXN100750,0.178,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Recovered,1929.21
2026-09-04T17:50:09,TXN100751,0.189,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100752,0.264,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100753,0.049,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100754,0.387,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:09,TXN100755,0.878,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100756,0.095,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:09,TXN100757,0.352,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100758,0.278,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100759,0.707,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100760,0.709,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,1,Recovered,2443.94
2026-09-04T17:50:09,TXN100761,0.185,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100762,0.7,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,3876.89
2026-09-04T17:50:09,TXN100763,0.219,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100764,0.547,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,695.31
2026-09-04T17:50:09,TXN100765,0.646,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:09,TXN100766,0.22,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:09,TXN100767,0.049,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100768,0.332,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,1,Recovered,5262.15
